Claim ID,Vehicle style,Vehicle color,Vehicle Age,Make,VehiclePrice,Gender,Marital Status,State,Occupation,License Type,Drinking-and-Driving,Collission Types,Accident Reason,Holiday Weeks,AccidentArea,Weather,Accident Date,Claim Date,Police Notification,Passengers #,Repair amount,Sum Insured,Days_Policy_Claim,PastNumberOfClaims,AddressChange_Claim,BasePolicy,DriverRating,Fraud Detected
7931,compacts,Yellow,3,Pontiac,20000 to 29000,0,Married,SA,college professor,O,1,nose-to-tail,Speeding,No,Urban,Wet pavement,6/11/2019,28/10/2011,0,3,"$6,980.00","$6,282.00",more than 30,2 to 4,no change,Collision,2,0
7932,Executive,Blue,7,Honda,20000 to 29000,0,Married,NT,college professor,O,1,side swipe,Driving tired,Yes,Urban,Icy pavement,31/10/2015,28/05/2012,0,4,"$2,914.00","$2,331.20",more than 30,2 to 4,no change,Collision,3,0
7933,Subcompacts,Grey,13,Pontiac,20000 to 29000,1,Married,QLD,Accountants,O,0,nose-to-tail,Speeding,Yes,Urban,Rain,10/05/2013,7/08/2019,1,3,"$5,851.00","$5,265.90",more than 30,1,no change,All Perils,2,1
7934,SUV,Black,11,Toyota,20000 to 29000,0,NA,VIC,Teacher,O,0,nose-to-tail,Distracted driving,No,Urban,Snow/Slushy pavement,13/04/2010,8/01/2011,0,3,"$3,317.00","$2,653.60",more than 30,1,no change,Liability,2,0
7935,SUV,Black,0,Toyota,20000 to 29000,1,Married,ACT,Teacher,O,1,nose-to-tail,Speeding,Yes,Urban,Rain,1/05/2018,14/11/2014,0,3,"$1,935.00","$1,354.50",more than 30,2 to 4,no change,All Perils,1,0
7936,compacts,White,0,Ford,30000 to 39000,0,Single,SA,web developer,O,0,collision with stationary vehicle,Distracted driving,Yes,Rural,Rain,10/07/2010,5/02/2018,0,4,"$3,882.00","$3,105.60",more than 30,more than 4,no change,Liability,2,1
7937,SUV,Yellow,13,Toyota,20000 to 29000,1,Single,WA,college professor,O,0,collision with stationary vehicle,Speeding,Yes,Urban,Wet pavement,17/03/2010,19/10/2018,1,2,"$5,434.00","$4,890.60",more than 30,more than 4,no change,Liability,3,1
7938,Midsize,Black,1,Chevrolet,20000 to 29000,0,Single,NT,Teacher,O,1,nose-to-tail,Failing to give way,No,Rural,Snow/Sleet,9/09/2012,11/03/2014,0,4,"$1,427.00",$998.90,more than 30,more than 4,no change,Collision,2,0
7939,Van,Green,2,Mazda,20000 to 29000,1,Single,SA,student,O,1,nose-to-tail,Failing to give way,Yes,Urban,Wet pavement,7/12/2011,14/10/2020,0,0,"$5,212.00","$4,690.80",more than 30,none,4 to 8 years,Collision,4,1
7940,compacts,Grey,9,Pontiac,20000 to 29000,0,Married,NSW,engineer,O,0,collision with reversing,Distracted driving,No,Urban,Wet pavement,13/08/2017,29/03/2010,0,3,"$3,117.00","$2,493.60",more than 30,1,no change,All Perils,3,0
7941,SUV,Blue,7,Honda,20000 to 29000,0,Single,QLD,medical assistants,O,1,nose-to-tail,Distracted driving,Yes,Urban,Wet pavement,18/08/2015,20/04/2015,0,4,"$4,699.00","$3,759.20",more than 30,none,no change,All Perils,3,0
7942,Van,Green,11,Pontiac,less than 20000,1,Married,WA,medical assistants,O,1,side swipe,Driving drunk,Yes,Urban,Wet pavement,27/11/2010,27/04/2012,0,0,"$2,941.00","$2,352.80",more than 30,more than 4,no change,Liability,3,0
7943,SUV,Green,9,Chevrolet,20000 to 29000,1,Married,TAS,student,O,0,collision with reversing,Speeding,Yes,Urban,Snow/Sleet,18/05/2020,26/03/2017,0,4,"$2,689.00","$2,151.20",more than 30,2 to 4,no change,Collision,1,0
7944,SUV,Black,3,Mazda,30000 to 39000,0,Married,VIC,medical assistants,L,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Icy pavement,8/02/2020,17/01/2015,0,2,"$4,755.00","$3,804.00",more than 30,2 to 4,no change,All Perils,2,0
7945,SUV,Blue,8,Toyota,30000 to 39000,1,Married,VIC,flight attendant,P1 or P2,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Snow/Sleet,20/11/2018,25/10/2014,1,1,"$3,847.00","$3,077.60",more than 30,none,no change,Liability,4,1
7946,SUV,Grey,7,Mazda,30000 to 39000,0,Single,NSW,college professor,O,1,nose-to-tail,Speeding,Yes,Urban,Rain,11/04/2020,20/03/2010,0,3,"$6,604.00","$5,943.60",more than 30,2 to 4,no change,Collision,2,0
7947,compacts,Red,5,Toyota,20000 to 29000,0,Single,ACT,Teacher,O,1,collision with stationary vehicle,Speeding,Yes,Urban,Snow/Sleet,16/01/2017,21/12/2015,0,0,"$4,904.00","$3,923.20",more than 30,none,no change,Liability,2,0
7948,MPV,Blue,12,Chevrolet,20000 to 29000,0,Married,WA,lawyer,L,1,collision with stationary vehicle,Speeding,No,Urban,Wet pavement,3/05/2016,28/06/2017,0,1,"$4,136.00","$3,308.80",more than 30,2 to 4,no change,Liability,1,1
7949,compacts,Black,0,Toyota,20000 to 29000,0,Married,TAS,nurse,O,0,collision with stationary vehicle,Speeding,Yes,Urban,Rain,19/06/2020,22/04/2010,0,1,"$3,611.00","$2,888.80",more than 30,2 to 4,no change,All Perils,3,0
7950,SUV,Green,12,Pontiac,20000 to 29000,0,Married,NT,medical assistants,L,1,nose-to-tail,Speeding,No,Urban,Icy pavement,13/02/2014,14/06/2010,0,0,"$6,190.00","$5,571.00",more than 30,more than 4,no change,Liability,4,0
7951,Subcompacts,Green,11,Pontiac,20000 to 29000,0,Single,NSW,physical therapists,O,0,collision with reversing,Speeding,No,Urban,Fog,8/07/2013,20/08/2017,0,1,"$5,231.00","$4,707.90",more than 30,none,no change,All Perils,2,1
7952,Subcompacts,Blue,0,Honda,more than 69000,0,Single,NSW,Cashiers,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,6/11/2018,7/02/2014,1,0,"$3,653.00","$2,922.40",more than 30,2 to 4,no change,All Perils,2,1
7953,compacts,Green,6,Mazda,more than 69000,0,Married,VIC,web developer,O,1,collision with reversing,Distracted driving,No,Urban,Rain,10/05/2011,7/09/2010,0,3,$708.00,$495.60,more than 30,2 to 4,no change,Liability,2,0
7954,SUV,White,15,Toyota,30000 to 39000,1,Single,VIC,web developer,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Wet pavement,12/05/2017,7/03/2010,0,0,"$3,035.00","$2,428.00",more than 30,none,no change,Collision,4,1
7955,Subcompacts,Black,13,Toyota,20000 to 29000,1,Married,VIC,Accountants,O,0,collision with stationary vehicle,Distracted driving,No,Urban,Rain,17/06/2013,1/07/2010,0,0,"$6,323.00","$5,690.70",more than 30,more than 4,no change,Liability,3,0
7956,SUV,Yellow,14,Saab,30000 to 39000,0,Married,WA,college professor,O,1,collision with stationary vehicle,Tailgating/aggressive driving,Yes,Urban,Snow/Slushy pavement,19/04/2012,10/11/2017,0,0,"$4,688.00","$3,750.40",more than 30,none,no change,Liability,1,1
7957,City-cars,Black,12,Pontiac,20000 to 29000,0,Married,NSW,Trailer Truck Drivers,P1 or P2,0,nose-to-tail,Driving drunk,No,Urban,Wet pavement,31/01/2016,21/10/2011,0,1,"$6,441.00","$5,796.90",more than 30,more than 4,2 to 3 years,Collision,1,0
7958,SUV,White,0,Toyota,20000 to 29000,0,NA,QLD,Teacher,O,0,side swipe,Speeding,Yes,Rural,Snow/Sleet,13/12/2012,12/10/2011,0,4,"$4,041.00","$3,232.80",more than 30,none,no change,Collision,3,0
7959,City-cars,Grey,7,Honda,20000 to 29000,0,Single,NT,office clerks,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Icy pavement,18/09/2013,3/08/2020,1,0,"$6,270.00","$5,643.00",more than 30,1,no change,Collision,3,0
7960,SUV,Yellow,10,Toyota,30000 to 39000,0,NA,ACT,medical assistants,O,0,side swipe,Speeding,Yes,Urban,Icy pavement,27/09/2018,15/07/2013,0,2,"$5,568.00","$5,011.20",more than 30,none,4 to 8 years,All Perils,3,0
7961,SUV,Grey,3,Toyota,20000 to 29000,1,Married,VIC,lawyer,O,0,nose-to-tail,Speeding,No,Urban,Wet pavement,25/04/2012,7/05/2011,0,3,"$4,816.00","$3,852.80",more than 30,none,no change,All Perils,4,0
7962,compacts,Green,14,Pontiac,30000 to 39000,0,Married,WA,student,P1 or P2,1,collision with stationary vehicle,Speeding,Yes,Urban,Wet pavement,8/08/2011,3/11/2015,0,3,"$2,919.00","$2,335.20",more than 30,1,no change,Collision,1,1
7963,SUV,Yellow,15,Mazda,20000 to 29000,0,Married,ACT,flight attendant,O,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Snow/Sleet,9/08/2020,5/10/2019,0,4,"$4,271.00","$3,416.80",more than 30,none,no change,Collision,1,0
7964,compacts,Red,9,Pontiac,30000 to 39000,0,Married,WA,flight attendant,O,1,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,10/07/2020,28/04/2010,0,2,"$5,445.00","$4,900.50",more than 30,1,no change,All Perils,1,1
7965,SUV,Grey,12,Chevrolet,20000 to 29000,0,Married,ACT,physical therapists,O,1,side swipe,Driving drunk,No,Urban,Wet pavement,3/10/2012,27/04/2017,0,0,"$2,812.00","$2,249.60",more than 30,1,no change,Liability,4,0
7966,SUV,Black,14,Toyota,20000 to 29000,1,Married,SA,Teacher,O,1,side swipe,Speeding,No,Urban,Wet pavement,26/08/2019,19/05/2013,0,3,"$3,032.00","$2,425.60",more than 30,2 to 4,no change,Liability,2,1
7967,Subcompacts,White,3,Pontiac,30000 to 39000,0,Single,TAS,office clerks,O,0,nose-to-tail,Distracted driving,Yes,Urban,Snow/Slushy pavement,24/11/2011,23/01/2020,0,3,"$3,827.00","$3,061.60",more than 30,none,no change,Collision,1,0
7968,SUV,White,12,Pontiac,20000 to 29000,0,Married,VIC,student,O,0,nose-to-tail,Distracted driving,No,Urban,Wet pavement,18/12/2015,6/01/2019,0,4,"$2,862.00","$2,289.60",more than 30,none,no change,Liability,2,0
7969,City-cars,White,7,Pontiac,20000 to 29000,0,Married,SA,information security analysts,O,0,collision with stationary vehicle,Speeding,No,Urban,Wet pavement,29/11/2017,29/07/2013,0,1,"$6,353.00","$5,717.70",more than 30,2 to 4,no change,Collision,3,0
7970,compacts,Red,0,Pontiac,30000 to 39000,1,Married,ACT,college professor,O,0,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,19/07/2018,26/03/2016,0,1,"$2,862.00","$2,289.60",more than 30,more than 4,no change,Liability,3,0
7971,Subcompacts,Blue,1,Chevrolet,20000 to 29000,1,Single,TAS,Cashiers,L,1,nose-to-tail,Driving drunk,Yes,Urban,Rain,4/11/2019,1/11/2015,0,4,"$1,972.00","$1,380.40",more than 30,none,no change,Collision,3,1
7972,Subcompacts,Blue,12,Honda,20000 to 29000,1,Married,TAS,Cashiers,O,0,nose-to-tail,Speeding,No,Urban,Rain,2/01/2011,19/01/2015,0,4,$516.00,$361.20,more than 30,2 to 4,no change,Liability,1,1
7973,SUV,Yellow,12,Pontiac,less than 20000,0,Single,NT,Security guards,O,1,side swipe,Driving tired,Yes,Urban,Wet pavement,11/05/2020,29/02/2016,0,0,"$2,355.00","$1,884.00",more than 30,none,no change,All Perils,4,1
7974,SUV,Green,6,Chevrolet,20000 to 29000,0,Married,WA,web developer,O,1,nose-to-tail,Tailgating/aggressive driving,No,Urban,Snow/Sleet,8/06/2010,14/07/2014,0,3,"$4,610.00","$3,688.00",more than 30,none,no change,Collision,2,1
7975,Subcompacts,Black,14,Accura,20000 to 29000,1,Married,VIC,medical assistants,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Rain,31/12/2012,16/07/2016,1,4,"$6,710.00","$6,039.00",more than 30,none,no change,All Perils,1,1
7976,SUV,Grey,12,Honda,20000 to 29000,1,Single,TAS,college professor,O,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Wet pavement,27/01/2016,7/01/2018,1,1,"$5,810.00","$5,229.00",more than 30,more than 4,no change,Liability,1,0
7977,MPV,Black,4,Mazda,more than 69000,1,Married,VIC,Security guards,L,0,collision with reversing,Speeding,Yes,Urban,Icy pavement,14/01/2012,10/12/2012,0,3,"$5,264.00","$4,737.60",more than 30,none,no change,Collision,4,0
7978,Subcompacts,Black,11,Pontiac,20000 to 29000,1,Married,SA,student,O,1,nose-to-tail,Distracted driving,No,Urban,Icy pavement,25/01/2017,30/12/2017,1,2,"$3,564.00","$2,851.20",more than 30,2 to 4,no change,Collision,1,0
7979,compacts,Green,12,Toyota,20000 to 29000,0,Single,SA,Trailer Truck Drivers,O,0,side swipe,Distracted driving,Yes,Urban,Wet pavement,24/10/2015,9/04/2019,0,0,"$2,716.00","$2,172.80",more than 30,1,no change,All Perils,1,1
7980,SUV,White,8,Chevrolet,30000 to 39000,1,Married,NSW,flight attendant,O,1,side swipe,Speeding,Yes,Rural,Wet pavement,14/03/2019,22/02/2013,0,0,$772.00,$540.40,more than 30,none,no change,All Perils,4,0
7981,Executive,Green,5,Pontiac,20000 to 29000,0,Single,SA,information security analysts,P1 or P2,0,side swipe,Failing to give way,Yes,Urban,Snow/Sleet,24/04/2017,18/11/2018,0,4,"$1,953.00","$1,367.10",more than 30,more than 4,4 to 8 years,All Perils,1,0
7982,SUV,Green,2,Pontiac,20000 to 29000,1,Married,ACT,Security guards,O,0,collision with reversing,Distracted driving,Yes,Urban,Snow/Slushy pavement,29/05/2020,18/06/2015,1,4,"$1,322.00",$925.40,more than 30,more than 4,no change,Collision,3,1
7983,Midsize,Blue,15,Pontiac,30000 to 39000,1,Single,SA,physical therapists,O,1,collision with stationary vehicle,Speeding,Yes,Urban,Wet pavement,29/10/2012,15/11/2015,0,3,"$5,131.00","$4,617.90",more than 30,2 to 4,no change,Liability,2,0
7984,SUV,Yellow,2,Toyota,20000 to 29000,1,NA,QLD,nurse,O,1,side swipe,Distracted driving,Yes,Urban,Wet pavement,29/07/2017,8/07/2014,0,1,"$4,326.00","$3,460.80",more than 30,2 to 4,no change,Collision,3,1
7985,City-cars,White,12,Chevrolet,30000 to 39000,0,Single,TAS,Cashiers,L,1,nose-to-tail,Failing to give way,No,Urban,Rain,5/12/2016,16/02/2016,1,0,"$4,796.00","$3,836.80",more than 30,2 to 4,no change,Collision,3,1
7986,Executive,Green,14,Accura,30000 to 39000,0,Married,NSW,Cashiers,O,1,collision with stationary vehicle,Tailgating/aggressive driving,Yes,Urban,Rain,9/06/2012,3/11/2016,0,1,"$4,010.00","$3,208.00",more than 30,none,no change,All Perils,3,1
7987,Subcompacts,Black,13,Accura,30000 to 39000,1,Married,WA,Cashiers,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,14/11/2018,11/10/2012,0,3,"$4,832.00","$3,865.60",more than 30,2 to 4,no change,All Perils,2,1
7988,SUV,Green,5,Toyota,20000 to 29000,1,Married,ACT,Cashiers,O,1,side swipe,Poorly designed roads/intersections,No,Urban,Wet pavement,23/01/2020,31/05/2018,0,0,"$3,338.00","$2,670.40",more than 30,2 to 4,no change,Collision,1,1
7989,Subcompacts,Blue,14,Mazda,20000 to 29000,0,Married,WA,physical therapists,O,0,nose-to-tail,Distracted driving,Yes,Urban,Icy pavement,21/07/2013,5/07/2020,0,0,"$2,790.00","$2,232.00",more than 30,1,no change,All Perils,4,1
7990,Van,Red,6,Honda,more than 69000,1,NA,SA,flight attendant,O,0,collision with stationary vehicle,Poorly designed roads/intersections,No,Urban,Icy pavement,22/09/2011,5/01/2010,0,4,$372.00,$0.00,more than 30,2 to 4,no change,All Perils,1,0
7991,City-cars,Grey,5,Ford,30000 to 39000,1,Married,QLD,dentists,P1 or P2,0,side swipe,Distracted driving,No,Urban,Icy pavement,12/05/2019,28/09/2020,0,3,"$6,907.00","$6,216.30",more than 30,2 to 4,no change,All Perils,1,0
7992,SUV,Grey,1,Chevrolet,20000 to 29000,0,Married,ACT,Cashiers,O,0,collision with reversing,Tailgating/aggressive driving,Yes,Urban,Rain,3/02/2018,1/03/2012,0,1,"$6,431.00","$5,787.90",more than 30,1,no change,Collision,4,0
7993,SUV,Black,6,Pontiac,30000 to 39000,1,Married,SA,Trailer Truck Drivers,O,0,collision with stationary vehicle,Driving drunk,No,Urban,Icy pavement,27/11/2018,21/11/2016,0,0,$336.00,$0.00,more than 30,more than 4,no change,Liability,2,0
7994,MPV,Yellow,3,Mazda,30000 to 39000,1,Married,SA,Security guards,P1 or P2,1,side swipe,Speeding,Yes,Urban,Snow/Sleet,3/07/2012,19/06/2010,0,3,"$5,582.00","$5,023.80",more than 30,none,no change,Liability,2,0
7995,Subcompacts,Red,9,VW,more than 69000,1,Married,ACT,physical therapists,O,0,side swipe,Driving tired,Yes,Urban,Wet pavement,7/06/2012,16/12/2017,0,3,"$5,069.00","$4,562.10",more than 30,more than 4,no change,All Perils,2,0
7996,Subcompacts,White,15,Toyota,less than 20000,0,Single,ACT,marketing manager,O,0,side swipe,Driving through red lights,Yes,Urban,Wet pavement,21/08/2015,25/07/2012,0,2,"$2,531.00","$2,024.80",more than 30,none,no change,Collision,3,0
7997,SUV,Red,15,Pontiac,30000 to 39000,0,NA,VIC,medical assistants,O,0,collision with stationary vehicle,Driving drunk,Yes,Urban,Snow/Slushy pavement,9/12/2018,3/09/2016,0,1,"$2,417.00","$1,933.60",more than 30,1,no change,All Perils,3,0
7998,Subcompacts,White,10,Mazda,20000 to 29000,0,Married,NT,office clerks,O,0,nose-to-tail,Speeding,No,Urban,Snow/Sleet,20/05/2019,23/11/2010,0,1,"$2,049.00","$1,639.20",more than 30,none,no change,All Perils,3,0
7999,Subcompacts,Red,8,Pontiac,20000 to 29000,0,Single,SA,office clerks,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,8/04/2014,1/04/2015,0,3,"$1,592.00","$1,114.40",more than 30,2 to 4,no change,Liability,2,0
8000,Midsize,Grey,8,Mazda,20000 to 29000,0,NA,ACT,office clerks,O,0,collision with stationary vehicle,Poorly designed roads/intersections,No,Urban,Icy pavement,21/12/2020,7/02/2012,0,0,"$6,524.00","$5,871.60",more than 30,2 to 4,no change,Liability,1,0
8001,SUV,Green,15,Toyota,20000 to 29000,1,Married,WA,insurance sales agent,O,0,collision with stationary vehicle,Failing to give way,Yes,Urban,Icy pavement,23/03/2020,26/01/2011,0,4,"$6,574.00","$5,916.60",more than 30,more than 4,no change,All Perils,2,1
8002,Van,Grey,7,Mazda,more than 69000,1,Married,NT,Trailer Truck Drivers,O,0,collision with an animal,Driving tired,Yes,Rural,Wet pavement,11/02/2018,16/02/2011,0,1,"$2,846.00","$2,276.80",more than 30,1,4 to 8 years,Liability,1,1
8003,compacts,Black,6,Mazda,20000 to 29000,1,Single,QLD,dentists,O,1,side swipe,Speeding,Yes,Urban,Icy pavement,24/02/2016,13/05/2013,0,0,"$5,669.00","$5,102.10",more than 30,2 to 4,no change,Collision,3,0
8004,Subcompacts,Green,7,Pontiac,20000 to 29000,1,Married,TAS,college professor,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,12/07/2018,6/06/2019,0,2,"$2,515.00","$2,012.00",more than 30,2 to 4,no change,Collision,2,1
8005,SUV,Yellow,10,Toyota,30000 to 39000,0,Married,ACT,physical therapists,O,0,nose-to-tail,Distracted driving,No,Urban,Icy pavement,14/11/2018,19/09/2011,0,3,"$2,576.00","$2,060.80",more than 30,2 to 4,no change,Liability,2,1
8006,SUV,Red,6,Pontiac,30000 to 39000,0,Married,NT,dentists,O,0,collision with stationary vehicle,Driving tired,No,Urban,Wet pavement,29/12/2016,8/11/2010,0,3,"$1,495.00","$1,046.50",more than 30,more than 4,no change,All Perils,3,0
8007,compacts,Black,2,Accura,20000 to 29000,0,NA,QLD,web developer,O,0,side swipe,Poorly designed roads/intersections,Yes,Urban,Fog,30/12/2018,26/03/2014,0,1,"$3,003.00","$2,402.40",more than 30,2 to 4,no change,Collision,3,1
8008,compacts,Yellow,6,Toyota,30000 to 39000,1,Single,SA,information security analysts,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,21/12/2016,14/07/2010,0,1,"$6,137.00","$5,523.30",more than 30,2 to 4,no change,Collision,3,0
8009,MPV,White,12,Toyota,more than 69000,0,Single,NSW,college professor,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Rain,6/05/2013,11/09/2012,0,3,"$3,246.00","$2,596.80",more than 30,more than 4,1 year,All Perils,1,0
8010,SUV,Grey,2,Chevrolet,30000 to 39000,1,Married,WA,web developer,O,0,collision with reversing,Driving tired,No,Urban,Rain,29/10/2010,8/11/2018,0,0,"$2,545.00","$2,036.00",more than 30,1,no change,Collision,1,0
8011,SUV,White,10,Mazda,30000 to 39000,1,Single,VIC,Retails Salespersons,O,1,collision with reversing,Tailgating/aggressive driving,No,Urban,Wet pavement,11/05/2015,5/01/2012,0,2,$289.00,$0.00,more than 30,none,no change,Collision,2,1
8012,SUV,Black,7,Ford,40000 to 59000,1,Married,QLD,Trailer Truck Drivers,O,0,nose-to-tail,Distracted driving,Yes,Urban,Rain,23/03/2015,28/06/2011,0,1,"$6,636.00","$5,972.40",more than 30,none,no change,All Perils,3,0
8013,compacts,Blue,14,Toyota,20000 to 29000,1,Married,QLD,college professor,O,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Wet pavement,7/01/2010,12/01/2011,0,2,"$1,041.00",$728.70,more than 30,2 to 4,no change,Collision,4,0
8014,SUV,Black,11,Pontiac,20000 to 29000,1,Single,NT,Retails Salespersons,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,31/10/2019,2/11/2015,0,2,"$5,189.00","$4,670.10",more than 30,none,no change,Collision,4,0
8015,compacts,White,13,Pontiac,less than 20000,1,Married,NT,Accountants,O,0,side swipe,Speeding,No,Urban,Rain,14/09/2018,30/09/2015,0,3,"$5,122.00","$4,609.80",more than 30,2 to 4,no change,All Perils,3,0
8016,City-cars,Black,1,Pontiac,more than 69000,0,Single,TAS,marketing manager,O,1,nose-to-tail,Driving drunk,No,Urban,Wet pavement,18/02/2014,22/11/2017,0,3,"$4,016.00","$3,212.80",more than 30,more than 4,no change,Liability,1,0
8017,Midsize,Green,4,Accura,40000 to 59000,0,Married,SA,physical therapists,O,0,nose-to-tail,Speeding,No,Urban,Wet pavement,9/09/2018,2/05/2014,0,0,"$3,421.00","$2,736.80",more than 30,2 to 4,no change,Collision,2,1
8018,SUV,Grey,13,Chevrolet,30000 to 39000,0,Married,VIC,nurse,O,0,nose-to-tail,Driving tired,No,Urban,Icy pavement,13/07/2019,2/03/2020,0,2,"$2,004.00","$1,603.20",more than 30,2 to 4,no change,Liability,3,0
8019,compacts,Yellow,8,Chevrolet,30000 to 39000,0,Married,ACT,engineer,O,0,nose-to-tail,Failing to give way,Yes,Urban,Rain,17/02/2012,20/06/2010,1,2,"$5,056.00","$4,550.40",more than 30,none,no change,Collision,2,1
8020,SUV,Blue,2,Mazda,20000 to 29000,1,Married,WA,flight attendant,O,1,collision with an animal,Driving drunk,Yes,Rural,Wet pavement,21/01/2010,5/06/2013,0,3,$909.00,$636.30,more than 30,none,no change,Collision,3,1
8021,Midsize,Green,0,Ford,30000 to 39000,1,Married,VIC,Accountants,O,0,nose-to-tail,Driving tired,No,Urban,Rain,13/04/2010,26/01/2017,0,1,"$4,025.00","$3,220.00",more than 30,1,no change,Liability,4,0
8022,MPV,Green,15,Toyota,less than 20000,1,Married,NT,physical therapists,O,1,nose-to-tail,Tailgating/aggressive driving,No,Urban,Rain,23/02/2017,5/05/2011,0,4,"$2,990.00","$2,392.00",more than 30,2 to 4,no change,Collision,2,1
8023,compacts,Green,15,Mazda,30000 to 39000,1,Single,QLD,insurance sales agent,O,0,nose-to-tail,Speeding,No,Urban,Rain,23/01/2018,5/03/2013,0,2,"$4,236.00","$3,388.80",more than 30,more than 4,4 to 8 years,Collision,1,1
8024,Subcompacts,Black,12,Mazda,20000 to 29000,0,Single,NT,insurance sales agent,O,1,nose-to-tail,Distracted driving,No,Urban,Wet pavement,16/03/2018,14/04/2016,0,4,"$1,074.00",$751.80,more than 30,2 to 4,no change,Liability,2,0
8025,SUV,Red,11,Toyota,20000 to 29000,0,Married,WA,Cashiers,O,0,side swipe,Driving drunk,No,Urban,Snow/Sleet,7/07/2015,1/06/2013,0,4,"$6,508.00","$5,857.20",more than 30,none,no change,All Perils,1,1
8026,Van,Grey,8,Mazda,20000 to 29000,1,Married,NT,information security analysts,O,0,collision with stationary vehicle,Driving through red lights,No,Urban,Wet pavement,26/05/2017,15/05/2015,0,4,"$3,766.00","$3,012.80",more than 30,1,no change,Collision,1,1
8027,SUV,Blue,0,Toyota,20000 to 29000,1,Married,SA,Trailer Truck Drivers,O,1,side swipe,Driving through red lights,Yes,Urban,Wet pavement,9/01/2012,12/12/2011,0,3,"$5,859.00","$5,273.10",more than 30,2 to 4,no change,Liability,2,1
8028,Midsize,White,7,Pontiac,20000 to 29000,1,Single,QLD,Teacher,O,0,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,24/01/2015,30/05/2018,0,2,$517.00,$361.90,more than 30,1,no change,All Perils,1,0
8029,SUV,Green,15,Mazda,20000 to 29000,0,Married,TAS,web developer,O,1,nose-to-tail,Speeding,Yes,Urban,Snow/Slushy pavement,15/02/2014,21/05/2014,0,4,"$5,005.00","$4,504.50",more than 30,1,no change,All Perils,4,0
8030,compacts,Yellow,11,Honda,20000 to 29000,1,Married,ACT,student,O,0,collision with an animal,Speeding,Yes,Urban,Snow/Sleet,13/06/2016,29/04/2018,0,1,"$6,463.00","$5,816.70",more than 30,more than 4,no change,Liability,2,1
8031,Midsize,White,5,Chevrolet,more than 69000,1,Married,ACT,engineer,O,0,collision with reversing,Speeding,Yes,Urban,Rain,6/10/2013,6/08/2013,0,4,"$6,871.00","$6,183.90",more than 30,none,no change,All Perils,2,1
8032,SUV,Blue,13,Honda,20000 to 29000,0,Married,NSW,nurse,O,1,collision with an animal,Distracted driving,No,Urban,Fog,28/12/2010,9/09/2011,0,1,"$4,210.00","$3,368.00",more than 30,2 to 4,no change,All Perils,3,1
8033,compacts,Blue,2,Honda,20000 to 29000,1,Married,TAS,college professor,O,0,collision with stationary vehicle,Distracted driving,No,Urban,Wet pavement,14/03/2020,13/10/2019,0,1,"$4,627.00","$3,701.60",more than 30,2 to 4,no change,Liability,2,1
8034,MPV,Grey,3,Toyota,20000 to 29000,1,Married,WA,student,O,0,collision with reversing,Poorly designed roads/intersections,Yes,Urban,Snow/Sleet,29/12/2011,2/01/2017,0,4,"$4,139.00","$3,311.20",more than 30,2 to 4,no change,Liability,3,0
8035,SUV,Yellow,15,Pontiac,20000 to 29000,1,Single,NT,physical therapists,O,1,collision with stationary vehicle,Failing to give way,Yes,Urban,Snow/Sleet,29/04/2016,18/01/2015,0,0,"$1,808.00","$1,265.60",more than 30,more than 4,no change,Liability,4,0
8036,Van,Yellow,11,Toyota,20000 to 29000,1,Married,NSW,dentists,O,0,collision with reversing,Driving through red lights,Yes,Urban,Wet pavement,28/09/2017,6/02/2019,0,0,"$1,296.00",$907.20,more than 30,none,no change,All Perils,3,0
8037,Van,Green,10,Mazda,20000 to 29000,1,Single,WA,web developer,O,0,collision with reversing,Driving drunk,Yes,Rural,Rain,11/05/2016,5/08/2018,0,3,"$4,100.00","$3,280.00",more than 30,2 to 4,no change,Collision,1,0
8038,SUV,Grey,14,Toyota,20000 to 29000,0,Married,TAS,flight attendant,O,1,collision with reversing,Driving through red lights,No,Urban,Snow/Slushy pavement,1/09/2018,1/01/2015,0,0,"$1,195.00",$836.50,more than 30,none,no change,All Perils,3,1
8039,Subcompacts,Red,7,Toyota,30000 to 39000,0,Single,QLD,college professor,O,0,nose-to-tail,Speeding,No,Urban,Rain,20/06/2016,9/11/2020,1,2,$211.00,$0.00,more than 30,2 to 4,no change,Collision,4,1
